
Customer ID,CIBIL ID,Customer Name,Age,Gender,Marital Status,PAN Number,Phone,Email,Address,Type of Property (Rented/Owned),Postal code,Education level,Employment Status,Experience,Salary,CIBIL Score,Product Type,Loan Amount,Interest Rate,Loan Tenure,Eligibility (0/1)
HDFC-CUST-0225,849448018,Sara Bose,30,Male,Married,HJZYV7069E,9272255483,sarabose20@outlook.com,"Gurugram, Haryana",Owned,122001,Diploma,Salaried,5,25057,732,Gold Personal Loan,302594,12.7,24,0
HDFC-CUST-0226,34396316,Tanmay Sharma,43,Female,Married,VIKRK7530Z,6919366689,tanmaysharma36@rediffmail.com,"Thane, Maharashtra",Rented,400601,Postgraduate,Salaried,5,68846,707,Gold Credit Card Loan,255704,19.49,6,0
HDFC-CUST-0227,861532742,Rudra Iyer,35,Female,Single,FXKFH5430K,9391473928,rudraiyer49@rediffmail.com,"Mumbai, Maharashtra",Owned,400001,10th Pass,Salaried,6,30597,721,Gold Personal Loan,612940,11.73,24,0
HDFC-CUST-0228,915392826,Ayaan Pillai,25,Male,Married,PGIOM4006O,8772681287,ayaanpillai68@rediffmail.com,"Nagpur, Maharashtra",Owned,440001,Diploma,Salaried,5,59914,744,Gold Credit Card Loan,101966,19.8,24,1
HDFC-CUST-0229,374052918,Siddharth Patil,28,Male,Married,KTDJT5741G,6406737830,siddharthpatil24@yahoo.com,"Thane, Maharashtra",Owned,400601,Postgraduate,Salaried,10,48064,682,Gold Personal Loan,120019,12.18,12,0
HDFC-CUST-0230,450322910,Ishaan Singh,39,Male,Married,EDTER0241W,6854065661,ishaansingh98@outlook.com,"Noida, Uttar Pradesh",Owned,201301,Postgraduate,Self-Employed,15,115323,666,Silver Credit Card Loan,230601,21.64,12,0
HDFC-CUST-0231,22626084,Vivaan Sharma,28,Female,Married,RBYCV6705K,8512591231,vivaansharma61@outlook.com,"Pune, Maharashtra",Owned,411014,Postgraduate,Salaried,4,35771,734,Gold Personal Loan,297305,12.21,60,1
HDFC-CUST-0232,625926837,Yashvi Jadhav,36,Male,Married,UXOGC3639Y,7368384365,yashvijadhav58@icici.com,"Delhi, Delhi",Owned,110001,12th Pass,Salaried,1,33590,652,Silver Credit Card Loan,213250,21.36,6,0
HDFC-CUST-0233,259626763,Dhruv Mishra,34,Male,Single,JHDFA9597K,7267596208,dhruvmishra52@outlook.com,"Pune, Maharashtra",Owned,411014,Postgraduate,Self-Employed,6,45554,749,Gold Personal Loan,104484,12.26,48,1
HDFC-CUST-0234,270931457,Ananya Yadav,29,Female,Married,BMYBZ9115Z,7207372122,ananyayadav67@yahoo.com,"Aurangabad, Maharashtra",Rented,431001,Graduate,Salaried,16,34374,601,Silver Credit Card Loan,221407,20.24,6,0
HDFC-CUST-0235,443733908,Ayaan Salunkhe,51,Male,Married,LCXHN5133J,9543719087,ayaansalunkhe57@rediffmail.com,"Gurugram, Haryana",Owned,122001,Diploma,Salaried,3,59671,792,Platinum Personal Loan,218324,10.01,48,1
HDFC-CUST-0236,269807693,Sai Parekh,39,Male,Single,LGXSN4666N,7208666624,saiparekh97@yahoo.com,"Chennai, Tamil Nadu",Owned,600001,Graduate,Salaried,13,17827,753,Gold Credit Card Loan,208461,20.39,18,0
HDFC-CUST-0237,6567137,Vaishnavi Kulkarni,21,Male,Married,ELRNN8577X,6157822760,vaishnavikulkarni31@rediffmail.com,"Mumbai, Maharashtra",Rented,400001,12th Pass,Salaried,13,23619,738,Gold Personal Loan,402140,13.16,60,1
HDFC-CUST-0238,70590506,Krishna Jadhav,35,Male,Single,COFFT8198O,6812323546,krishnajadhav22@gmail.com,"Aurangabad, Maharashtra",Owned,431001,Postgraduate,Government,4,28143,789,Platinum Credit Card Loan,73684,16.7,6,0
HDFC-CUST-0239,366441998,Pranav Jadhav,29,Female,Married,PIRII2336L,8808489015,pranavjadhav99@yahoo.com,"Pune, Maharashtra",Rented,411045,Graduate,Government,8,77196,837,Platinum Personal Loan,338944,9.63,24,1
HDFC-CUST-0240,899489452,Vivaan Shah,41,Male,Married,TRGMT7399P,6721155851,vivaanshah21@outlook.com,"Nashik, Maharashtra",Rented,422001,Postgraduate,Government,13,112900,791,Platinum Credit Card Loan,204905,17.31,6,1
HDFC-CUST-0241,977679422,Ishaan Kulkarni,28,Male,Single,SEYXT2248D,7964732590,ishaankulkarni53@rediffmail.com,"Pune, Maharashtra",Owned,411045,Postgraduate,Salaried,4,37965,591,Silver Personal Loan,415884,15.37,12,0
HDFC-CUST-0242,541984461,Siddharth Kulkarni,33,Male,Single,TYTDJ8950B,7893367562,siddharthkulkarni60@gmail.com,"Pune, Maharashtra",Owned,411045,12th Pass,Salaried,5,36762,630,Silver Credit Card Loan,196753,20.64,12,0
HDFC-CUST-0243,968953697,Aditya Tripathi,38,Female,Single,ZDZSM8473Z,8178927978,adityatripathi60@outlook.com,"Delhi, Delhi",Rented,110001,12th Pass,Salaried,4,41426,676,Silver Personal Loan,696466,13.57,12,0
HDFC-CUST-0244,178396103,Kavya Patil,41,Female,Single,XSOCI7809J,9654482816,kavyapatil56@icici.com,"Pune, Maharashtra",Rented,411014,PhD,Salaried,2,71509,722,Gold Credit Card Loan,25000,19.42,24,1
HDFC-CUST-0245,310465055,Navya Yadav,24,Male,Single,NILDS2133T,7636767862,navyayadav93@rediffmail.com,"Nashik, Maharashtra",Owned,422001,Graduate,Student,3,15095,756,Gold Personal Loan,642581,11.93,60,0
HDFC-CUST-0246,151581121,Pranav Deshmukh,31,Male,Single,ZSHDI7854W,6387508586,pranavdeshmukh36@gmail.com,"Jaipur, Rajasthan",Owned,302001,Diploma,Salaried,1,45063,669,Silver Credit Card Loan,158348,22.62,6,0
HDFC-CUST-0247,212896231,Siya Bose,30,Male,Single,DHZEZ6209Z,8645659352,siyabose22@gmail.com,"Pune, Maharashtra",Owned,411001,12th Pass,Salaried,6,65136,733,Gold Personal Loan,265182,11.11,48,1
HDFC-CUST-0248,60115063,Zara Menon,29,Male,Single,GQELY6912U,8961368641,zaramenon65@rediffmail.com,"Kolkata, West Bengal",Rented,700001,12th Pass,Salaried,3,51389,667,Silver Credit Card Loan,43574,20.1,6,0
HDFC-CUST-0249,867584526,Aarohi Ghosh,48,Male,Married,FAJZJ1917J,9035220037,aarohighosh33@outlook.com,"Pune, Maharashtra",Rented,411045,Graduate,Government,7,52772,677,Silver Personal Loan,371631,14.01,36,0
HDFC-CUST-0250,860205029,Ayaan Agarwal,37,Male,Single,TBSZS2671L,9524988389,ayaanagarwal62@outlook.com,"Delhi, Delhi",Owned,110001,PhD,Salaried,0,65983,622,Silver Credit Card Loan,223732,23.09,36,0
HDFC-CUST-0251,913130419,Aarav Menon,24,Male,Single,NZXSK6977W,8279885669,aaravmenon96@icici.com,"Pune, Maharashtra",Rented,411045,Diploma,Salaried,7,15000,655,Silver Personal Loan,380867,15.92,48,0
HDFC-CUST-0252,41584907,Aarohi Naidu,41,Male,Single,MGAQK9995B,9880042137,aarohinaidu61@outlook.com,"Nagpur, Maharashtra",Rented,440001,Postgraduate,Self-Employed,9,64558,625,Silver Credit Card Loan,270892,20.44,24,0
HDFC-CUST-0253,991446177,Atharv Reddy,51,Female,Single,HLEVC4813N,6381103791,atharvreddy35@rediffmail.com,"Noida, Uttar Pradesh",Owned,201301,Diploma,Salaried,0,28842,652,Silver Personal Loan,182323,14.94,24,0
HDFC-CUST-0254,644717618,Kavya More,42,Female,Single,YUDIA6084T,6424721527,kavyamore43@yahoo.com,"Jaipur, Rajasthan",Owned,302001,Diploma,Salaried,7,16016,794,Platinum Credit Card Loan,149032,17.03,6,0
HDFC-CUST-0255,810632264,Nikita Khan,22,Male,Single,KHEDA1835W,7240401397,nikitakhan41@outlook.com,"Delhi, Delhi",Owned,110001,Diploma,Salaried,11,51650,654,Silver Personal Loan,212140,14.57,12,0
HDFC-CUST-0256,140963475,Atharv Jadhav,30,Female,Single,CRRUD3875T,8225016609,atharvjadhav93@yahoo.com,"Chennai, Tamil Nadu",Rented,600001,Graduate,Government,1,95395,900,Platinum Credit Card Loan,179090,17.26,18,1
HDFC-CUST-0257,736891737,Ayaan Iyer,44,Male,Single,OGWWX9847N,6459712929,ayaaniyer17@yahoo.com,"Noida, Uttar Pradesh",Rented,201301,10th Pass,Salaried,13,37343,755,Gold Personal Loan,533033,13.21,12,0
HDFC-CUST-0258,628503630,Kavya Tripathi,28,Female,Single,AOPAY5572H,8751020189,kavyatripathi44@gmail.com,"Delhi, Delhi",Owned,110001,Graduate,Self-Employed,8,74074,733,Gold Credit Card Loan,116339,20.06,12,1
HDFC-CUST-0259,683474144,Siya Bose,38,Male,Single,PIBVV2919R,6769266243,siyabose36@icici.com,"Pune, Maharashtra",Owned,411014,Graduate,Government,3,107484,660,Silver Personal Loan,50000,13.92,36,0
HDFC-CUST-0260,876020160,Myra Yadav,40,Male,Single,MSQAE1360C,9299157863,myrayadav12@gmail.com,"Delhi, Delhi",Rented,110001,Graduate,Government,6,92634,769,Gold Credit Card Loan,165915,18.46,12,1
HDFC-CUST-0261,329667949,Aarav Deshmukh,27,Female,Married,CDTXV3425I,6005184022,aaravdeshmukh59@yahoo.com,"Pune, Maharashtra",Owned,411045,Graduate,Salaried,8,90818,680,Gold Personal Loan,465510,10.98,24,0
HDFC-CUST-0262,897114798,Karthik Deshmukh,34,Female,Single,QDYXX6155V,9163831969,karthikdeshmukh19@gmail.com,"Delhi, Delhi",Owned,110001,Postgraduate,Salaried,6,57971,729,Gold Credit Card Loan,182343,18.04,24,1
HDFC-CUST-0263,757820328,Sai Chauhan,21,Female,Married,HCZEK3464Z,8199355452,saichauhan20@icici.com,"Pune, Maharashtra",Owned,411014,10th Pass,Government,8,49844,899,Platinum Personal Loan,585367,10.07,36,1
HDFC-CUST-0264,608803005,Isha Thakur,26,Female,Married,XBJWW8218N,7227161764,ishathakur16@gmail.com,"Bengaluru, Karnataka",Rented,560001,Postgraduate,Retired,2,15000,713,Gold Credit Card Loan,64315,18.67,30,0
HDFC-CUST-0265,329203974,Kiara Khan,32,Male,Single,DNYMS4601B,6611349472,kiarakhan83@icici.com,"Kolhapur, Maharashtra",Owned,416003,12th Pass,Salaried,7,35369,800,Platinum Personal Loan,502032,10.11,12,0
HDFC-CUST-0266,573560295,Vihaan Reddy,24,Female,Single,TOVVM3681Z,8611068025,vihaanreddy18@yahoo.com,"Pune, Maharashtra",Owned,411014,Graduate,Salaried,0,26239,671,Silver Credit Card Loan,245400,23.66,36,0
HDFC-CUST-0267,160692261,Trisha Salunkhe,47,Male,Single,CIZTY5333E,6385570748,trishasalunkhe14@outlook.com,"Noida, Uttar Pradesh",Owned,201301,Graduate,Salaried,6,118433,718,Gold Personal Loan,133211,12.21,12,1
HDFC-CUST-0268,39123017,Ishaan More,23,Female,Single,DHQYB7629T,6959007387,ishaanmore21@rediffmail.com,"Nagpur, Maharashtra",Rented,440001,Postgraduate,Salaried,2,36633,844,Platinum Credit Card Loan,175572,16.76,18,1
HDFC-CUST-0269,907651135,Atharv Salunkhe,30,Female,Married,LYYZM3246V,7456304489,atharvsalunkhe15@icici.com,"Nagpur, Maharashtra",Rented,440001,Diploma,Salaried,3,42542,676,Silver Personal Loan,324373,15.94,48,0
HDFC-CUST-0270,125970879,Arjun Reddy,35,Female,Married,RJMNV1119M,9133947420,arjunreddy29@rediffmail.com,"Noida, Uttar Pradesh",Owned,201301,Postgraduate,Self-Employed,11,60604,847,Platinum Credit Card Loan,143478,16.62,24,1
HDFC-CUST-0271,461636307,Rohan Nair,46,Male,Married,YRHQC0427N,7628093713,rohannair63@rediffmail.com,"Bengaluru, Karnataka",Rented,560001,10th Pass,Salaried,10,40882,770,Platinum Personal Loan,452151,9.63,48,1
HDFC-CUST-0272,29451339,Yashvi Shukla,23,Male,Married,PDRVT8708E,9819450481,yashvishukla67@icici.com,"Delhi, Delhi",Owned,110001,Diploma,Government,8,112026,681,Gold Credit Card Loan,111021,19.69,12,0
HDFC-CUST-0273,679900800,Trisha Sharma,43,Female,Married,AXNWS6443R,9571141553,trishasharma94@rediffmail.com,"Nagpur, Maharashtra",Owned,440001,Graduate,Salaried,2,29299,764,Gold Personal Loan,298643,12.35,48,1
HDFC-CUST-0274,975263996,Kiara Deshmukh,34,Female,Married,QOQNU6827R,9189374967,kiaradeshmukh60@gmail.com,"Nashik, Maharashtra",Owned,422001,10th Pass,Salaried,5,44088,788,Platinum Credit Card Loan,152732,17.18,18,1
HDFC-CUST-0275,127115379,Aarav Shetty,26,Male,Single,DJVVP3992M,7630949374,aaravshetty50@icici.com,"Noida, Uttar Pradesh",Rented,201301,Postgraduate,Salaried,11,27595,764,Gold Personal Loan,236913,13.06,24,1
HDFC-CUST-0276,629665145,Siya Singh,38,Female,Single,CLQPA7903X,7967162187,siyasingh58@outlook.com,"Mumbai, Maharashtra",Owned,400001,12th Pass,Salaried,7,20674,610,Silver Credit Card Loan,63133,21.64,24,0
HDFC-CUST-0277,813395052,Muhammad Khan,36,Female,Single,ECVXF1744U,6248641296,muhammadkhan90@icici.com,"Thane, Maharashtra",Owned,400601,Diploma,Self-Employed,15,33877,669,Silver Personal Loan,501905,15.16,48,0
HDFC-CUST-0278,168235737,Sai Shukla,29,Male,Single,NTFJX0106E,8210764849,saishukla34@outlook.com,"Noida, Uttar Pradesh",Rented,201301,Graduate,Salaried,8,39266,703,Gold Credit Card Loan,58096,19.8,18,1
HDFC-CUST-0279,730637130,Nisha Menon,35,Female,Single,TVQPL5360F,6924689531,nishamenon51@rediffmail.com,"Hyderabad, Telangana",Rented,500001,Postgraduate,Government,7,38727,715,Gold Personal Loan,499946,13.18,12,0
HDFC-CUST-0280,146520075,Aarohi Pandey,31,Female,Married,IGBHF2579Z,6566481040,aarohipandey45@rediffmail.com,"Kolkata, West Bengal",Rented,700001,Postgraduate,Salaried,5,28295,763,Gold Credit Card Loan,187007,18.33,36,1
HDFC-CUST-0281,891281987,Aarav Gaikwad,35,Female,Single,ZANNI0484J,8330740294,aaravgaikwad92@gmail.com,"Kolhapur, Maharashtra",Rented,416003,12th Pass,Salaried,7,19801,732,Gold Personal Loan,141128,12.82,36,0
HDFC-CUST-0282,894415569,Karthik Singh,39,Male,Single,XJXZY8271J,6267369513,karthiksingh28@icici.com,"Mumbai, Maharashtra",Rented,400001,10th Pass,Self-Employed,5,44127,627,Silver Credit Card Loan,95794,22.34,18,0
HDFC-CUST-0283,768119346,Ananya Salunkhe,47,Male,Single,TSJVG6860P,6264343875,ananyasalunkhe50@outlook.com,"Jaipur, Rajasthan",Rented,302001,Diploma,Salaried,9,18850,747,Gold Personal Loan,579116,11.03,36,0
HDFC-CUST-0284,343039111,Krishna Bhat,24,Male,Single,LRYPC4110O,7245315323,krishnabhat65@icici.com,"Pune, Maharashtra",Owned,411014,Postgraduate,Salaried,10,58493,763,Gold Credit Card Loan,71506,18.33,6,1
HDFC-CUST-0285,672019678,Pranav Pawar,51,Female,Single,CBGCC8525I,7864328641,pranavpawar36@outlook.com,"Ahmedabad, Gujarat",Rented,380001,Postgraduate,Self-Employed,3,47935,759,Gold Personal Loan,330339,12.19,12,0
HDFC-CUST-0286,577083435,Dhruv Singh,21,Female,Married,EILZR4098F,6595421859,dhruvsingh39@icici.com,"Mumbai, Maharashtra",Rented,400001,10th Pass,Salaried,1,19300,796,Platinum Credit Card Loan,186964,17.18,6,0
HDFC-CUST-0287,196986849,Nisha Bose,33,Female,Single,VHINR8842Q,6142930564,nishabose36@gmail.com,"Noida, Uttar Pradesh",Owned,201301,Graduate,Salaried,0,34270,778,Platinum Personal Loan,517508,9.67,60,1
HDFC-CUST-0288,663270025,Saanvi Yadav,39,Female,Married,JIPYH1578D,9757310916,saanviyadav76@outlook.com,"Aurangabad, Maharashtra",Rented,431001,Graduate,Salaried,8,27462,752,Gold Credit Card Loan,129876,18.43,6,0
HDFC-CUST-0289,398951488,Vihaan Jadhav,36,Female,Single,JVBDW7595C,8174920926,vihaanjadhav59@rediffmail.com,"Pune, Maharashtra",Rented,411045,Postgraduate,Salaried,2,46921,715,Gold Personal Loan,310373,12.1,48,1
HDFC-CUST-0290,19753688,Arnav Shukla,29,Female,Single,OHCOQ5384E,9656334949,arnavshukla13@rediffmail.com,"Delhi, Delhi",Owned,110001,Postgraduate,Government,0,93824,604,Silver Credit Card Loan,263789,23.97,24,0
HDFC-CUST-0291,186167986,Vihaan Bhat,32,Male,Single,AUWLB0863D,8568155775,vihaanbhat81@rediffmail.com,"Nagpur, Maharashtra",Owned,440001,Postgraduate,Self-Employed,8,18012,750,Gold Personal Loan,660834,12.58,36,0
HDFC-CUST-0292,186175426,Krishna Gupta,30,Male,Single,PDCFM8401M,9988586864,krishnagupta91@gmail.com,"Aurangabad, Maharashtra",Rented,431001,Postgraduate,Salaried,16,42368,735,Gold Credit Card Loan,228308,20.21,30,1
HDFC-CUST-0293,582955116,Vaishnavi Jadhav,29,Female,Married,KSCKL0450J,6686099472,vaishnavijadhav30@outlook.com,"Bengaluru, Karnataka",Rented,560001,Postgraduate,Salaried,6,36922,739,Gold Personal Loan,412797,11.95,36,1
HDFC-CUST-0294,81019479,Trisha Joshi,41,Female,Married,UHTHK9634V,7597513936,trishajoshi61@gmail.com,"Nashik, Maharashtra",Rented,422001,10th Pass,Retired,9,39168,631,Silver Credit Card Loan,85338,23.16,24,0
HDFC-CUST-0295,218815662,Dhruv Deshmukh,37,Male,Married,JZXBG0743U,6936395124,dhruvdeshmukh46@yahoo.com,"Pune, Maharashtra",Owned,411014,Graduate,Salaried,6,44499,644,Silver Personal Loan,275433,15.45,60,0
HDFC-CUST-0296,140508283,Arnav Sharma,28,Female,Married,OWIRY7512P,8388846851,arnavsharma76@outlook.com,"Aurangabad, Maharashtra",Owned,431001,12th Pass,Salaried,6,27465,794,Platinum Credit Card Loan,191801,17.29,12,0
HDFC-CUST-0297,209977099,Diya Patil,41,Male,Married,BOWYN3061P,8604280283,diyapatil94@gmail.com,"Kolhapur, Maharashtra",Rented,416003,12th Pass,Student,10,20461,717,Gold Personal Loan,462759,13.25,48,0
HDFC-CUST-0298,644148931,Yashvi Mishra,36,Male,Married,MDSCM2347H,6907163604,yashvimishra59@rediffmail.com,"Pune, Maharashtra",Rented,411014,Postgraduate,Government,5,32239,768,Gold Credit Card Loan,262127,19.25,6,0
HDFC-CUST-0299,609278884,Mahika Nair,41,Male,Single,PFTXU5907B,6042368913,mahikanair94@gmail.com,"Aurangabad, Maharashtra",Owned,431001,Diploma,Government,7,82203,722,Gold Personal Loan,497567,11.53,36,1
HDFC-CUST-0300,641402380,Tanmay Shah,39,Female,Married,GXIOC3494C,7985351770,tanmayshah40@rediffmail.com,"Chennai, Tamil Nadu",Rented,600001,Postgraduate,Salaried,7,40429,722,Gold Credit Card Loan,29753,18.06,18,1
HDFC-CUST-0301,879785992,Pranav Mishra,27,Female,Single,WKBFE4035L,6973827207,pranavmishra89@rediffmail.com,"Jaipur, Rajasthan",Owned,302001,10th Pass,Salaried,3,103490,786,Platinum Personal Loan,557792,9.81,24,1
HDFC-CUST-0302,153214449,Sara Gaikwad,30,Female,Married,ONEJT9107I,6972502226,saragaikwad87@gmail.com,"Pune, Maharashtra",Owned,411001,Postgraduate,Self-Employed,10,44625,684,Gold Credit Card Loan,70155,19.39,36,0
HDFC-CUST-0303,529990885,Navya Thakur,40,Male,Single,PCXOY4272P,7218626154,navyathakur50@gmail.com,"Kolhapur, Maharashtra",Owned,416003,Graduate,Self-Employed,5,32279,727,Gold Personal Loan,342404,13.19,12,0
HDFC-CUST-0304,215123777,Aditya Tripathi,39,Male,Single,CLNGI3846J,7063983920,adityatripathi57@gmail.com,"Gurugram, Haryana",Rented,122001,Postgraduate,Self-Employed,3,21580,688,Gold Credit Card Loan,170016,19.43,6,0
HDFC-CUST-0305,937923964,Diya Pandey,34,Female,Married,ASJZC0925S,9518766531,diyapandey83@outlook.com,"Delhi, Delhi",Rented,110001,Diploma,Salaried,8,16237,690,Gold Personal Loan,699350,11.48,48,0
HDFC-CUST-0306,481141477,Kiara Shah,35,Male,Single,NXQPL4581R,7745122304,kiarashah28@icici.com,"Kolhapur, Maharashtra",Owned,416003,Postgraduate,Salaried,2,18116,698,Gold Credit Card Loan,398793,18.33,30,0
HDFC-CUST-0307,967477775,Navya Deshmukh,44,Male,Married,VAEBN5341W,7718856907,navyadeshmukh55@rediffmail.com,"Gurugram, Haryana",Owned,122001,Graduate,Government,6,54859,736,Gold Personal Loan,491008,11.5,48,1
HDFC-CUST-0308,879255602,Riya Kulkarni,29,Male,Married,PJQJL5590J,9358584331,riyakulkarni28@gmail.com,"Kolhapur, Maharashtra",Rented,416003,Postgraduate,Salaried,6,51586,686,Gold Credit Card Loan,135344,19.01,6,0
HDFC-CUST-0309,758217844,Sai Chatterjee,38,Female,Single,FEYGP1220R,7099570802,saichatterjee83@rediffmail.com,"Hyderabad, Telangana",Rented,500001,12th Pass,Self-Employed,10,20864,808,Platinum Personal Loan,480175,9.32,60,1
HDFC-CUST-0310,962582144,Atharv Kulkarni,32,Male,Married,TDJCU7352U,6739497386,atharvkulkarni90@gmail.com,"Chennai, Tamil Nadu",Rented,600001,Postgraduate,Salaried,8,62577,657,Silver Credit Card Loan,221012,21.57,12,0
HDFC-CUST-0311,465522987,Rudra Jadhav,32,Female,Single,QCNSF4467B,9666235988,rudrajadhav47@rediffmail.com,"Noida, Uttar Pradesh",Owned,201301,Graduate,Student,6,18850,707,Gold Personal Loan,351899,12.83,24,0
HDFC-CUST-0312,842042604,Kiara Pillai,43,Female,Single,LEYRJ3188P,9602284536,kiarapillai62@rediffmail.com,"Ahmedabad, Gujarat",Rented,380001,Graduate,Salaried,9,43046,689,Gold Credit Card Loan,293616,20.45,18,0
HDFC-CUST-0313,893279009,Karthik Chauhan,41,Male,Single,UCZPD5903Y,8975653115,karthikchauhan39@outlook.com,"Kolhapur, Maharashtra",Owned,416003,Diploma,Salaried,12,89567,821,Platinum Personal Loan,434510,9.71,36,1
HDFC-CUST-0314,905388747,Muhammad More,41,Female,Married,BHAQR0783M,7888057707,muhammadmore79@icici.com,"Jaipur, Rajasthan",Owned,302001,Diploma,Salaried,8,62633,734,Gold Credit Card Loan,189819,19.09,30,1
HDFC-CUST-0315,356389018,Tanmay Ghosh,44,Female,Single,GRMHC9549R,7397977450,tanmayghosh39@rediffmail.com,"Pune, Maharashtra",Owned,411045,12th Pass,Self-Employed,6,40220,792,Platinum Personal Loan,499888,9.31,48,1
HDFC-CUST-0316,375890163,Nisha Tiwari,34,Male,Single,KVNVT0447E,6354067753,nishatiwari93@yahoo.com,"Kolhapur, Maharashtra",Owned,416003,Postgraduate,Salaried,1,25618,616,Silver Credit Card Loan,183726,22.02,6,0
HDFC-CUST-0317,526752499,Aarav Singh,39,Male,Single,LZBLE8475M,6242965636,aaravsingh28@outlook.com,"Nashik, Maharashtra",Owned,422001,Graduate,Salaried,2,15000,739,Gold Personal Loan,525841,11.31,12,0
HDFC-CUST-0318,737956251,Arnav Singh,32,Female,Single,KDBZI1653B,9506830129,arnavsingh64@icici.com,"Chennai, Tamil Nadu",Owned,600001,Postgraduate,Salaried,5,27919,782,Platinum Credit Card Loan,100619,17.09,30,1
HDFC-CUST-0319,184437237,Rohan Ghosh,37,Male,Single,CUPTI7528T,9202296140,rohanghosh19@gmail.com,"Pune, Maharashtra",Owned,411001,Postgraduate,Government,4,43191,726,Gold Personal Loan,316254,11.83,36,1
HDFC-CUST-0320,259931704,Navya Mehta,33,Female,Married,ICPFE6214O,9621861887,navyamehta54@rediffmail.com,"Bengaluru, Karnataka",Owned,560001,10th Pass,Retired,5,17091,795,Platinum Credit Card Loan,61987,16.79,12,0
HDFC-CUST-0321,800817814,Saanvi Shukla,35,Male,Married,IXXNA2663W,8205074641,saanvishukla92@icici.com,"Hyderabad, Telangana",Owned,500001,Graduate,Salaried,6,37459,684,Gold Personal Loan,465925,11.17,12,0
HDFC-CUST-0322,704215178,Sai Nair,39,Female,Married,BCOZF6088K,7959594860,sainair74@yahoo.com,"Delhi, Delhi",Owned,110001,Graduate,Salaried,8,41567,819,Platinum Credit Card Loan,212314,17.3,12,0
HDFC-CUST-0323,332254821,Aarav Mukherjee,27,Female,Married,DMVCY0910K,6772307286,aaravmukherjee34@yahoo.com,"Hyderabad, Telangana",Rented,500001,Graduate,Salaried,6,35746,881,Platinum Personal Loan,468665,9.56,48,1
HDFC-CUST-0324,522295644,Siddharth Bose,51,Female,Single,MPJQL6808M,7527387265,siddharthbose44@gmail.com,"Chennai, Tamil Nadu",Owned,600001,Postgraduate,Salaried,8,28901,695,Gold Credit Card Loan,283959,18.37,36,0
HDFC-CUST-0325,764409299,Ananya Shah,26,Female,Married,XICJX1439F,8341084543,ananyashah41@outlook.com,"Delhi, Delhi",Owned,110001,12th Pass,Self-Employed,6,50046,689,Gold Personal Loan,399160,11.65,12,0
HDFC-CUST-0326,213184715,Muhammad Shetty,24,Female,Married,YKANX8991S,7139937841,muhammadshetty10@yahoo.com,"Gurugram, Haryana",Owned,122001,Graduate,Salaried,0,49891,822,Platinum Credit Card Loan,203499,17.5,18,1
HDFC-CUST-0327,690812350,Isha Sharma,43,Female,Single,COKFM3429M,7393326855,ishasharma54@rediffmail.com,"Aurangabad, Maharashtra",Owned,431001,Graduate,Salaried,2,23189,831,Platinum Personal Loan,236244,9.49,24,0
HDFC-CUST-0328,803534494,Yashvi Bhat,40,Male,Married,DEFLI6423P,6291351837,yashvibhat93@rediffmail.com,"Kolhapur, Maharashtra",Owned,416003,Diploma,Salaried,5,80992,683,Gold Credit Card Loan,119032,18.15,6,0
HDFC-CUST-0329,440840534,Vihaan Mukherjee,39,Female,Single,QPULJ4353Z,7953613951,vihaanmukherjee88@rediffmail.com,"Chennai, Tamil Nadu",Rented,600001,Postgraduate,Salaried,1,38076,691,Gold Personal Loan,504330,12.12,12,0
HDFC-CUST-0330,403196839,Siddharth Verma,39,Female,Single,JAIQP3072C,6114834699,siddharthverma77@icici.com,"Mumbai, Maharashtra",Owned,400001,10th Pass,Self-Employed,8,46435,700,Gold Credit Card Loan,217928,18.62,24,1
HDFC-CUST-0331,266962404,Reyansh Joshi,34,Female,Single,AYGQW8411I,8657605292,reyanshjoshi98@yahoo.com,"Delhi, Delhi",Owned,110001,12th Pass,Salaried,12,56996,626,Silver Personal Loan,355904,15.73,36,0
HDFC-CUST-0332,513465049,Arnav Ghosh,27,Female,Single,UQCFS2676O,9633903344,arnavghosh73@yahoo.com,"Bengaluru, Karnataka",Owned,560001,Graduate,Salaried,11,44947,656,Silver Credit Card Loan,144272,21.81,24,0
HDFC-CUST-0333,287995329,Reyansh Pandey,35,Female,Single,TLMEP6547Y,8542916802,reyanshpandey24@icici.com,"Kolhapur, Maharashtra",Rented,416003,Postgraduate,Self-Employed,5,74085,650,Silver Personal Loan,172318,13.19,60,0
HDFC-CUST-0334,946616957,Pranav Das,29,Female,Married,RRQQN5247J,9184087660,pranavdas84@rediffmail.com,"Nagpur, Maharashtra",Owned,440001,Graduate,Salaried,12,46175,666,Silver Credit Card Loan,121437,20.01,6,0
HDFC-CUST-0335,269795163,Vivaan Das,42,Male,Single,QRYAP7351F,9381993282,vivaandas69@rediffmail.com,"Nashik, Maharashtra",Rented,422001,Graduate,Government,7,35338,718,Gold Personal Loan,533557,12.18,60,1
HDFC-CUST-0336,396471875,Ishaan Naidu,33,Female,Married,BTRKN4379W,6769748088,ishaannaidu15@outlook.com,"Mumbai, Maharashtra",Owned,400001,Graduate,Salaried,5,47925,736,Gold Credit Card Loan,196016,20.5,30,1
